timestamp,action,direction,price,contracts,cost,capital_after,predicted_return,volatility,pnl_points,gross_pnl,net_pnl,reason,consecutive_losses
2019-11-28 00:30:00,CLOSE,LONG,27028.0,1,185.1399999999815,5765238.605000006,,,68.0,3400.0,3214.8600000000183,reverse,0.0
2019-11-28 00:30:00,OPEN,SHORT,27028.0,1,185.1399999999815,5765053.465000006,-0.0019096358954402803,0.0024840239717984916,,,,,
2019-11-28 00:31:00,CLOSE,SHORT,26963.0,1,184.81499999998147,5768118.650000006,,,65.0,3250.0,3065.1850000000186,signal,0.0
2019-11-28 00:32:00,OPEN,SHORT,27033.0,1,185.16499999998152,5767933.485000006,-0.0017338586702480422,0.002709191901974413,,,,,
2019-11-28 00:34:00,CLOSE,SHORT,26966.0,1,184.82999999998145,5771098.655000006,,,67.0,3350.0,3165.1700000000187,signal,0.0
2019-11-28 00:35:00,OPEN,SHORT,27032.0,1,185.1599999999815,5770913.495000006,-0.0014841947539879373,0.002439525831648628,,,,,
2019-11-28 00:37:00,CLOSE,SHORT,26969.0,1,184.84499999998144,5773878.650000006,,,63.0,3150.0,2965.1550000000184,signal,0.0
2019-11-28 00:41:00,OPEN,SHORT,27040.0,1,185.19999999998151,5773693.450000006,-0.0019226149713996352,0.0017815065276091068,,,,,
2019-11-28 00:42:00,CLOSE,SHORT,26978.0,1,184.88999999998146,5776608.560000006,,,62.0,3100.0,2915.1100000000188,signal,0.0
2019-11-28 00:43:00,OPEN,LONG,26977.0,1,184.8849999999815,5776423.675000006,0.000408341775898897,0.0016902033469121365,,,,,
2019-11-28 00:44:00,CLOSE,LONG,27045.0,1,185.22499999998152,5779638.450000007,,,68.0,3400.0,3214.7750000000183,reverse,0.0
2019-11-28 00:44:00,OPEN,SHORT,27045.0,1,185.22499999998152,5779453.225000007,-0.0006893043794402024,0.0020151134012555963,,,,,
2019-11-28 00:45:00,CLOSE,SHORT,26977.0,1,184.8849999999815,5782668.340000007,,,68.0,3400.0,3215.1150000000184,signal,0.0
2019-11-28 00:46:00,OPEN,SHORT,27047.0,1,185.23499999998154,5782483.105000007,-0.0018295510773668534,0.0024825721585042607,,,,,
2019-11-28 00:47:00,CLOSE,SHORT,26982.0,1,184.90999999998147,5785548.195000007,,,65.0,3250.0,3065.0900000000183,signal,0.0
2019-11-28 00:49:00,OPEN,SHORT,27054.0,1,185.26999999998154,5785362.925000007,-0.000672432150030272,0.0025867190406021466,,,,,
2019-11-28 00:52:00,CLOSE,SHORT,27047.0,1,185.23499999998154,5785527.690000007,,,7.0,350.0,164.76500000001846,signal,0.0
2019-11-28 00:53:00,OPEN,SHORT,27048.0,1,185.23999999998153,5785342.450000007,-0.00133521067998776,0.0012882306406792983,,,,,
2019-11-28 00:55:00,CLOSE,SHORT,26975.0,1,184.87499999998147,5788807.575000007,,,73.0,3650.0,3465.1250000000186,reverse,0.0
2019-11-28 00:55:00,OPEN,LONG,26975.0,1,184.87499999998147,5788622.700000007,0.0003788630755613796,0.001143373770688207,,,,,
2019-11-28 00:56:00,CLOSE,LONG,27051.0,1,185.25499999998152,5792237.445000007,,,76.0,3800.0,3614.7450000000185,reverse,0.0
2019-11-28 00:56:00,OPEN,SHORT,27051.0,1,185.25499999998152,5792052.190000007,-0.001542963638602577,0.0019134205001684597,,,,,
2019-11-28 00:57:00,CLOSE,SHORT,26981.0,1,184.9049999999815,5795367.285000007,,,70.0,3500.0,3315.0950000000184,signal,0.0
2019-11-28 00:58:00,OPEN,SHORT,27052.0,1,185.25999999998152,5795182.025000007,-0.0017047012678763954,0.0026582430855711684,,,,,
2019-11-28 00:59:00,CLOSE,SHORT,27054.0,1,185.26999999998154,5794896.755000007,,,-2.0,-100.0,-285.26999999998156,signal,1.0
2019-11-28 01:00:00,OPEN,SHORT,27050.0,1,185.24999999998153,5794711.505000007,-0.0016190330830948133,0.0022378743443159676,,,,,
2019-11-28 01:04:00,CLOSE,SHORT,26986.0,1,184.92999999998148,5797726.575000008,,,64.0,3200.0,3015.0700000000184,signal,0.0
2019-11-28 01:06:00,OPEN,SHORT,27054.0,1,185.26999999998154,5797541.305000008,-0.002021745623128972,0.0018354908856120147,,,,,
2019-11-28 01:08:00,CLOSE,SHORT,26984.0,1,184.91999999998148,5800856.385000008,,,70.0,3500.0,3315.0800000000186,signal,0.0
2019-11-28 01:09:00,OPEN,SHORT,27054.0,1,185.26999999998154,5800671.115000009,-0.0003884995666271986,0.00218527835805879,,,,,
2019-11-28 01:13:00,CLOSE,SHORT,27056.0,1,185.2799999999815,5800385.835000008,,,-2.0,-100.0,-285.2799999999815,signal,1.0
