dataset,epoch,loss,mean_group_return,std_group_return,validation_max_drawdown,validation_sharpe_ratio,validation_log_return,validation_total_pnl,validation_final_equity,validation_turnover
day,1,-1.5146026611328125,-0.0024250000715255737,0.0006350000039674342,-0.46398221205565127,-17.480441953258275,-0.6206942948997031,-2312150.0,2687850.0,38145.0
