dataset,epoch,loss,mean_group_return,std_group_return,validation_max_drawdown,validation_sharpe_ratio,validation_log_return,validation_total_pnl,validation_final_equity,validation_turnover
original,1,2.2222137451171875,-0.002001000102609396,0.00010499998461455107,-0.8822085448079687,-24.378025936060514,-2.136069272631641,-4409540.0,590460.0,73519.0
