trade_id,entry_time,entry_price,position,contracts,risk_budget,trade_pnl,max_adverse_pnl,max_favorable_pnl,exit_time,exit_price,exit_reason,balance_after_trade
31,2019-10-10 00:41:00,25773.0,1,5,24987.5,-350.0,-3300.0,450.0,2019-10-10 00:57:00,25767.0,model_exit,4997150.0
32,2019-10-10 00:58:00,25771.0,-1,5,24985.75,-1600.0,-1600.0,0.0,2019-10-10 00:59:00,25773.0,model_exit,4995550.0
33,2019-10-10 01:00:00,25815.0,1,5,24977.75,9900.0,0.0,10200.0,2019-10-10 01:01:00,25811.0,model_exit,5005450.0
34,2019-10-10 01:02:00,25793.0,-1,5,25027.25,6150.0,0.0,6450.0,2019-10-10 01:04:00,25776.0,model_exit,5011600.0
35,2019-10-10 01:05:00,25774.0,1,5,25058.0,-3100.0,-3800.0,950.0,2019-10-10 01:38:00,25766.0,model_exit,5008500.0
36,2019-10-10 01:39:00,25766.0,1,5,25042.5,-100.0,-550.0,2450.0,2019-10-10 02:01:00,25763.0,model_exit,5008400.0
37,2019-10-10 02:02:00,25763.0,-1,5,25042.0,-600.0,-600.0,0.0,2019-10-10 02:03:00,25762.0,model_exit,5007800.0
38,2019-10-10 02:04:00,25757.0,-1,5,25039.0,-1350.0,-1350.0,950.0,2019-10-10 02:06:00,25763.0,model_exit,5006450.0
39,2019-10-10 02:07:00,25765.0,-1,5,25032.25,-1100.0,-1100.0,0.0,2019-10-10 02:08:00,25760.0,model_exit,5005350.0
40,2019-10-10 02:09:00,25761.0,-1,5,25026.75,-850.0,-850.0,0.0,2019-10-10 02:10:00,25755.0,model_exit,5004500.0
41,2019-10-10 02:11:00,25760.0,-1,5,25022.5,-1850.0,-1850.0,0.0,2019-10-10 02:12:00,25761.0,model_exit,5002650.0
42,2019-10-10 02:13:00,25757.0,1,5,25013.25,1900.0,-1300.0,2700.0,2019-10-10 02:20:00,25773.0,model_exit,5004550.0
43,2019-10-10 02:21:00,25772.0,1,5,25022.75,2400.0,-1800.0,4200.0,2019-10-10 02:56:00,25785.0,model_exit,5006950.0
44,2019-10-10 02:57:00,25786.0,1,5,25034.75,650.0,-1800.0,950.0,2019-10-10 17:16:00,25794.0,model_exit,5007600.0
45,2019-10-10 17:17:00,25776.0,1,5,25038.0,-5100.0,-5100.0,0.0,2019-10-10 17:18:00,25783.0,model_exit,5002500.0
46,2019-10-10 17:19:00,25790.0,1,5,25012.5,-1100.0,-1100.0,1450.0,2019-10-10 17:21:00,25788.0,model_exit,5001400.0
47,2019-10-10 17:22:00,25781.0,1,5,25007.0,-2350.0,-2350.0,0.0,2019-10-10 17:23:00,25786.0,model_exit,4999050.0
48,2019-10-10 17:24:00,25778.0,1,5,24995.25,-1600.0,-5050.0,0.0,2019-10-10 17:52:00,25787.0,model_exit,4997450.0
49,2019-10-10 17:53:00,25788.0,1,5,24987.25,-350.0,-1550.0,950.0,2019-10-10 18:02:00,25788.0,model_exit,4997100.0
50,2019-10-10 18:03:00,25788.0,1,5,24985.5,2650.0,-800.0,5450.0,2019-10-10 18:44:00,25797.0,model_exit,4999750.0
51,2019-10-10 18:45:00,25794.0,-1,5,24998.75,150.0,0.0,450.0,2019-10-10 18:46:00,25780.0,model_exit,4999900.0
52,2019-10-10 18:47:00,25782.0,-1,5,24999.5,-1100.0,-1100.0,0.0,2019-10-10 18:48:00,25780.0,model_exit,4998800.0
53,2019-10-10 18:49:00,25777.0,-1,5,24994.0,-1100.0,-1100.0,450.0,2019-10-10 18:54:00,25778.0,model_exit,4997700.0
54,2019-10-10 18:55:00,25777.0,-1,5,24988.5,650.0,-50.0,950.0,2019-10-10 18:57:00,25777.0,model_exit,4998350.0
55,2019-10-10 18:58:00,25775.0,1,5,24991.75,-2100.0,-2300.0,200.0,2019-10-10 19:13:00,25769.0,model_exit,4996250.0
