dataset,epoch,loss,mean_group_return,std_group_return,validation_max_drawdown,validation_sharpe_ratio,validation_log_return,validation_total_pnl,validation_final_equity,validation_turnover
night,1,0.9107818603515625,-0.0032480000518262386,0.00028799998108297586,-0.27272290891635664,-9.62779190032272,-0.31826523908176513,-1363140.0,3636860.0,21469.0
