dataset,epoch,loss,mean_group_return,std_group_return,validation_max_drawdown,validation_sharpe_ratio,validation_log_return,validation_total_pnl,validation_final_equity,validation_turnover
day,1,-0.5295562744140625,-0.004033000208437443,0.0005649999948218465,-0.4450945184497934,-16.69237534300283,-0.5848757000440186,-2214130.0,2785870.0,37103.0
