dataset,epoch,loss,mean_group_return,std_group_return,validation_max_drawdown,validation_sharpe_ratio,validation_log_return,validation_total_pnl,validation_final_equity,validation_turnover
night,1,-0.4613494873046875,-0.0021299999207258224,0.00028600002406165004,-0.2514278743470575,-8.866187819022873,-0.2894477220267591,-1256810.0,3743190.0,19021.0
