method,max_drawdown,sharpe_ratio,log_return,total_pnl,final_equity,turnover,number_of_trades
fixed_one_contract,-0.12629279137160354,-0.8300431037124562,-0.03142991934755124,-154570.0,4845430.0,15407.0,7704
dynamic_balanced,-0.12037250294554236,3.4111694833710224,0.2785805473777861,1607190.0,6607190.0,28816.0,4188
