timestamp,price,action,previous_position,position,trade_size,gross_pnl,cost,net_pnl,equity
2019-12-02 18:25:00,26483.0,2,1,1,0,150.0,0.0,150.0,4479570.0
2019-12-02 18:26:00,26483.0,2,1,1,0,0.0,0.0,0.0,4479570.0
2019-12-02 18:27:00,26483.0,2,1,1,0,0.0,0.0,0.0,4479570.0
2019-12-02 18:28:00,26485.0,2,1,1,0,100.0,0.0,100.0,4479670.0
2019-12-02 18:29:00,26487.0,2,1,1,0,100.0,0.0,100.0,4479770.0
2019-12-02 18:30:00,26481.0,2,1,1,0,-300.0,0.0,-300.0,4479470.0
2019-12-02 18:31:00,26483.0,2,1,1,0,100.0,0.0,100.0,4479570.0
2019-12-02 18:32:00,26483.0,2,1,1,0,0.0,0.0,0.0,4479570.0
2019-12-02 18:33:00,26485.0,2,1,1,0,100.0,0.0,100.0,4479670.0
2019-12-02 18:34:00,26485.0,2,1,1,0,0.0,0.0,0.0,4479670.0
2019-12-02 18:35:00,26485.0,2,1,1,0,0.0,0.0,0.0,4479670.0
2019-12-02 18:36:00,26485.0,2,1,1,0,0.0,0.0,0.0,4479670.0
2019-12-02 18:37:00,26481.0,2,1,1,0,-200.0,0.0,-200.0,4479470.0
2019-12-02 18:38:00,26482.0,2,1,1,0,50.0,0.0,50.0,4479520.0
2019-12-02 18:39:00,26483.0,2,1,1,0,50.0,0.0,50.0,4479570.0
2019-12-02 18:40:00,26483.0,2,1,1,0,0.0,0.0,0.0,4479570.0
2019-12-02 18:41:00,26483.0,2,1,1,0,0.0,0.0,0.0,4479570.0
2019-12-02 18:42:00,26482.0,2,1,1,0,-50.0,0.0,-50.0,4479520.0
2019-12-02 18:43:00,26483.0,2,1,1,0,50.0,0.0,50.0,4479570.0
2019-12-02 18:45:00,26480.0,2,1,1,0,-150.0,0.0,-150.0,4479420.0
2019-12-02 18:46:00,26480.0,2,1,1,0,0.0,0.0,0.0,4479420.0
2019-12-02 18:47:00,26476.0,2,1,1,0,-200.0,0.0,-200.0,4479220.0
2019-12-02 18:48:00,26476.0,2,1,1,0,0.0,0.0,0.0,4479220.0
2019-12-02 18:49:00,26478.0,2,1,1,0,100.0,0.0,100.0,4479320.0
2019-12-02 18:50:00,26481.0,2,1,1,0,150.0,0.0,150.0,4479470.0
2019-12-02 18:51:00,26481.0,2,1,1,0,0.0,0.0,0.0,4479470.0
2019-12-02 18:52:00,26480.0,2,1,1,0,-50.0,0.0,-50.0,4479420.0
2019-12-02 18:53:00,26481.0,2,1,1,0,50.0,0.0,50.0,4479470.0
2019-12-02 18:55:00,26481.0,2,1,1,0,0.0,0.0,0.0,4479470.0
2019-12-02 18:56:00,26483.0,2,1,1,0,100.0,0.0,100.0,4479570.0
2019-12-02 18:57:00,26483.0,2,1,1,0,0.0,0.0,0.0,4479570.0
2019-12-02 18:58:00,26483.0,2,1,1,0,0.0,0.0,0.0,4479570.0
