trade_id,entry_time,exit_time,entry_price,exit_price,position,trade_pnl,balance_after_trade,initial_capital
3250,2020-02-19 09:17:00,2020-02-19 09:28:00,27430.0,27432.0,1,-160.0,5265500.0,5000000.0
3251,2020-02-19 09:29:00,2020-02-19 09:34:00,27426.0,27451.0,1,1640.0,5266780.0,5000000.0
3252,2020-02-19 09:35:00,2020-02-19 09:36:00,27477.0,27493.0,-1,-60.0,5265360.0,5000000.0
3253,2020-02-19 09:41:00,2020-02-19 09:45:00,27518.0,27559.0,1,1890.0,5267190.0,5000000.0
3254,2020-02-19 09:47:00,2020-02-19 09:53:00,27566.0,27563.0,1,140.0,5267570.0,5000000.0
3255,2020-02-19 09:54:00,2020-02-19 09:59:00,27558.0,27579.0,1,740.0,5268000.0,5000000.0
3256,2020-02-19 10:00:00,2020-02-19 10:09:00,27592.0,27563.0,1,-1260.0,5267330.0,5000000.0
3257,2020-02-19 10:11:00,2020-02-19 10:12:00,27590.0,27586.0,1,-60.0,5267860.0,5000000.0
3258,2020-02-19 10:14:00,2020-02-19 10:17:00,27589.0,27626.0,1,1290.0,5269040.0,5000000.0
3259,2020-02-19 10:20:00,2020-02-19 10:21:00,27631.0,27631.0,-1,-120.0,5268710.0,5000000.0
3260,2020-02-19 10:21:00,2020-02-19 10:29:00,27631.0,27622.0,1,-260.0,5268450.0,5000000.0
3261,2020-02-19 10:30:00,2020-02-19 10:36:00,27602.0,27610.0,1,490.0,5267880.0,5000000.0
3262,2020-02-19 10:37:00,2020-02-19 10:41:00,27600.0,27619.0,1,840.0,5268160.0,5000000.0
3263,2020-02-19 10:43:00,2020-02-19 10:57:00,27597.0,27556.0,1,-2260.0,5265740.0,5000000.0
3264,2020-02-19 11:00:00,2020-02-19 11:01:00,27539.0,27544.0,-1,130.0,5265810.0,5000000.0
3265,2020-02-19 11:01:00,2020-02-19 11:03:00,27544.0,27559.0,1,390.0,5266200.0,5000000.0
3266,2020-02-19 11:07:00,2020-02-19 11:21:00,27572.0,27605.0,1,1390.0,5268030.0,5000000.0
3267,2020-02-19 11:26:00,2020-02-19 11:27:00,27610.0,27610.0,-1,-120.0,5268150.0,5000000.0
3268,2020-02-19 11:27:00,2020-02-19 13:51:00,27610.0,27608.0,1,-510.0,5267640.0,5000000.0
3269,2020-02-19 13:53:00,2020-02-19 15:24:00,27600.0,27615.0,1,790.0,5268170.0,5000000.0
3270,2020-02-19 15:25:00,2020-02-20 09:16:00,27605.0,27701.0,1,4790.0,5272400.0,5000000.0
3271,2020-02-20 09:17:00,2020-02-20 09:30:00,27668.0,27635.0,1,-1010.0,5269680.0,5000000.0
3272,2020-02-20 09:31:00,2020-02-20 09:35:00,27596.0,27563.0,1,-1160.0,5266510.0,5000000.0
3273,2020-02-20 09:37:00,2020-02-20 09:38:00,27606.0,27594.0,1,-60.0,5267740.0,5000000.0
3274,2020-02-20 09:40:00,2020-02-20 09:41:00,27631.0,27622.0,1,-60.0,5268470.0,5000000.0
3275,2020-02-20 09:42:00,2020-02-20 09:44:00,27634.0,27635.0,1,140.0,5269150.0,5000000.0
3276,2020-02-20 09:45:00,2020-02-20 09:48:00,27622.0,27630.0,1,890.0,5269330.0,5000000.0
3277,2020-02-20 09:49:00,2020-02-20 09:54:00,27620.0,27548.0,1,-2210.0,5266560.0,5000000.0
3278,2020-02-20 09:55:00,2020-02-20 10:02:00,27533.0,27501.0,1,-1610.0,5264140.0,5000000.0
3279,2020-02-20 10:03:00,2020-02-20 10:08:00,27509.0,27524.0,1,290.0,5264770.0,5000000.0
3280,2020-02-20 10:10:00,2020-02-20 10:11:00,27505.0,27488.0,-1,-970.0,5263640.0,5000000.0
3281,2020-02-20 10:11:00,2020-02-20 10:18:00,27488.0,27462.0,1,-710.0,5262930.0,5000000.0
3282,2020-02-20 10:19:00,2020-02-20 10:28:00,27453.0,27400.0,1,-1610.0,5260810.0,5000000.0
3283,2020-02-20 10:29:00,2020-02-20 10:30:00,27390.0,27404.0,-1,580.0,5261830.0,5000000.0
3284,2020-02-20 10:30:00,2020-02-20 10:32:00,27404.0,27413.0,1,840.0,5262670.0,5000000.0
3285,2020-02-20 10:34:00,2020-02-20 10:37:00,27336.0,27349.0,1,1240.0,5260650.0,5000000.0
3286,2020-02-20 10:38:00,2020-02-20 10:46:00,27358.0,27305.0,1,-2960.0,5258080.0,5000000.0
3287,2020-02-20 10:49:00,2020-02-20 10:52:00,27304.0,27330.0,1,940.0,5258660.0,5000000.0
3288,2020-02-20 10:54:00,2020-02-20 10:56:00,27329.0,27340.0,1,540.0,5259940.0,5000000.0
3289,2020-02-20 10:59:00,2020-02-20 11:02:00,27341.0,27370.0,1,890.0,5261020.0,5000000.0
3290,2020-02-20 11:05:00,2020-02-20 11:06:00,27383.0,27398.0,1,-60.0,5261100.0,5000000.0
3291,2020-02-20 11:09:00,2020-02-20 11:13:00,27373.0,27380.0,1,140.0,5261180.0,5000000.0
3292,2020-02-20 11:16:00,2020-02-20 11:20:00,27361.0,27347.0,1,-610.0,5260510.0,5000000.0
3293,2020-02-20 11:21:00,2020-02-20 11:37:00,27334.0,27327.0,1,-610.0,5259190.0,5000000.0
3294,2020-02-20 11:39:00,2020-02-20 11:58:00,27322.0,27332.0,1,440.0,5259420.0,5000000.0
3295,2020-02-20 13:00:00,2020-02-20 13:01:00,27382.0,27378.0,1,-60.0,5262300.0,5000000.0
3296,2020-02-20 13:03:00,2020-02-20 13:48:00,27375.0,27460.0,1,2990.0,5265080.0,5000000.0
3297,2020-02-20 13:50:00,2020-02-20 13:51:00,27445.0,27431.0,-1,-820.0,5263900.0,5000000.0
3298,2020-02-20 13:51:00,2020-02-20 13:56:00,27431.0,27473.0,1,1490.0,5265390.0,5000000.0
3299,2020-02-20 13:59:00,2020-02-20 14:20:00,27464.0,27486.0,1,240.0,5265670.0,5000000.0
3300,2020-02-20 14:23:00,2020-02-20 14:45:00,27475.0,27518.0,1,2640.0,5268000.0,5000000.0
3301,2020-02-20 14:46:00,2020-02-20 14:47:00,27528.0,27534.0,-1,180.0,5267620.0,5000000.0
3302,2020-02-20 14:47:00,2020-02-20 15:05:00,27534.0,27510.0,1,-710.0,5266910.0,5000000.0
3303,2020-02-20 15:06:00,2020-02-20 15:07:00,27509.0,27514.0,-1,130.0,5267030.0,5000000.0
3304,2020-02-20 15:07:00,2020-02-20 15:17:00,27514.0,27507.0,1,-10.0,5267020.0,5000000.0
3305,2020-02-20 15:18:00,2020-02-20 16:28:00,27509.0,27445.0,1,-3110.0,5263950.0,5000000.0
3306,2020-02-21 09:15:00,2020-02-21 09:17:00,27313.0,27330.0,-1,-560.0,5268680.0,5000000.0
3307,2020-02-21 09:19:00,2020-02-21 09:31:00,27326.0,27359.0,1,640.0,5269210.0,5000000.0
3308,2020-02-21 09:34:00,2020-02-21 09:42:00,27352.0,27347.0,1,440.0,5269840.0,5000000.0
3309,2020-02-21 09:43:00,2020-02-21 09:52:00,27328.0,27267.0,1,-1060.0,5267770.0,5000000.0
3310,2020-02-21 09:53:00,2020-02-21 09:54:00,27245.0,27239.0,-1,-420.0,5268390.0,5000000.0
3311,2020-02-21 09:54:00,2020-02-21 09:58:00,27239.0,27248.0,1,790.0,5269180.0,5000000.0
3312,2020-02-21 09:59:00,2020-02-21 10:07:00,27232.0,27222.0,1,-260.0,5268060.0,5000000.0
3313,2020-02-21 10:09:00,2020-02-21 10:11:00,27214.0,27229.0,1,740.0,5268940.0,5000000.0
